"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0021510","GO:0021510","spinal cord development","21/2281","102/21288",0.205882352941176,1.92144828119762,3.23154085981882,0.00242334930473581,0.0270143924689515,0.0211768645235214,"ENSG00000008710/ENSG00000074047/ENSG00000092621/ENSG00000106571/ENSG00000107882/ENSG00000118762/ENSG00000124766/ENSG00000126970/ENSG00000128309/ENSG00000128917/ENSG00000135414/ENSG00000138002/ENSG00000143013/ENSG00000143869/ENSG00000146122/ENSG00000148400/ENSG00000155511/ENSG00000161381/ENSG00000168621/ENSG00000169057/ENSG00000197381",21
"GO:0051492","GO:0051492","regulation of stress fiber assembly","21/2281","102/21288",0.205882352941176,1.92144828119762,3.23154085981882,0.00242334930473581,0.0270143924689515,0.0211768645235214,"ENSG00000067900/ENSG00000070087/ENSG00000073712/ENSG00000079691/ENSG00000088756/ENSG00000102760/ENSG00000103647/ENSG00000132376/ENSG00000134318/ENSG00000135723/ENSG00000136238/ENSG00000144824/ENSG00000145675/ENSG00000165533/ENSG00000166949/ENSG00000170989/ENSG00000184009/ENSG00000186575/ENSG00000196405/ENSG00000198121/ENSG00000198793",21
"GO:0030168","GO:0030168","platelet activation","29/2281","157/21288",0.184713375796178,1.7238835352692,3.15370876601828,0.00243279419256092,0.0270143924689515,0.0211768645235214,"ENSG00000010278/ENSG00000035403/ENSG00000064201/ENSG00000075624/ENSG00000092445/ENSG00000096968/ENSG00000101608/ENSG00000102780/ENSG00000105664/ENSG00000106211/ENSG00000112062/ENSG00000112658/ENSG00000116711/ENSG00000121879/ENSG00000134853/ENSG00000136267/ENSG00000137076/ENSG00000150594/ENSG00000154127/ENSG00000162493/ENSG00000164930/ENSG00000168542/ENSG00000171155/ENSG00000173918/ENSG00000181467/ENSG00000184009/ENSG00000185532/ENSG00000196924/ENSG00000197943",29
"GO:0003143","GO:0003143","embryonic heart tube morphogenesis","17/2281","76/21288",0.223684210526316,2.0875885461132,3.29036212538805,0.00243579483664633,0.0270143924689515,0.0211768645235214,"ENSG00000074219/ENSG00000080815/ENSG00000100644/ENSG00000106991/ENSG00000107882/ENSG00000112658/ENSG00000118762/ENSG00000133816/ENSG00000135111/ENSG00000135541/ENSG00000137693/ENSG00000138002/ENSG00000138686/ENSG00000148400/ENSG00000163513/ENSG00000164442/ENSG00000166949",17
"GO:0046513","GO:0046513","ceramide biosynthetic process","17/2281","76/21288",0.223684210526316,2.0875885461132,3.29036212538805,0.00243579483664633,0.0270143924689515,0.0211768645235214,"ENSG00000008513/ENSG00000066322/ENSG00000089041/ENSG00000128699/ENSG00000132356/ENSG00000139624/ENSG00000142871/ENSG00000143753/ENSG00000156671/ENSG00000160408/ENSG00000162630/ENSG00000164023/ENSG00000172292/ENSG00000172296/ENSG00000177628/ENSG00000223802/ENSG00000235863",17
"GO:0030316","GO:0030316","osteoclast differentiation","27/2281","143/21288",0.188811188811189,1.76212739474467,3.16777868330747,0.00244102086840028,0.0270243515998074,0.02118467159026,"ENSG00000006607/ENSG00000033327/ENSG00000070404/ENSG00000077585/ENSG00000081087/ENSG00000101265/ENSG00000104415/ENSG00000111859/ENSG00000112062/ENSG00000114861/ENSG00000119714/ENSG00000123610/ENSG00000128606/ENSG00000145675/ENSG00000152495/ENSG00000154127/ENSG00000155090/ENSG00000163823/ENSG00000164761/ENSG00000167106/ENSG00000168918/ENSG00000177706/ENSG00000180694/ENSG00000182718/ENSG00000184371/ENSG00000197046/ENSG00000198793",27
"GO:0021954","GO:0021954","central nervous system neuron development","19/2281","89/21288",0.213483146067416,1.99238457408292,3.24997788757,0.00247873204526666,0.0273203654305492,0.0214167199251583,"ENSG00000066468/ENSG00000070610/ENSG00000074047/ENSG00000105711/ENSG00000116106/ENSG00000118257/ENSG00000133216/ENSG00000160460/ENSG00000165240/ENSG00000166579/ENSG00000169750/ENSG00000170315/ENSG00000171862/ENSG00000174697/ENSG00000182580/ENSG00000182704/ENSG00000197381/ENSG00000198954/ENSG00000214944",19
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","67/2281","444/21288",0.150900900900901,1.40832020095501,3.01206891830602,0.00248460307224004,0.0273203654305492,0.0214167199251583,"ENSG00000004487/ENSG00000005100/ENSG00000012048/ENSG00000012822/ENSG00000013561/ENSG00000019186/ENSG00000048540/ENSG00000067113/ENSG00000069667/ENSG00000072310/ENSG00000073331/ENSG00000075240/ENSG00000088888/ENSG00000091831/ENSG00000096968/ENSG00000100320/ENSG00000100906/ENSG00000101782/ENSG00000104142/ENSG00000104365/ENSG00000105974/ENSG00000106462/ENSG00000109775/ENSG00000110057/ENSG00000112851/ENSG00000113580/ENSG00000114861/ENSG00000116285/ENSG00000118503/ENSG00000119508/ENSG00000121361/ENSG00000123358/ENSG00000124357/ENSG00000124496/ENSG00000130402/ENSG00000131408/ENSG00000132170/ENSG00000133794/ENSG00000134321/ENSG00000135018/ENSG00000137193/ENSG00000137343/ENSG00000137693/ENSG00000144747/ENSG00000145604/ENSG00000151623/ENSG00000160446/ENSG00000162496/ENSG00000164442/ENSG00000164850/ENSG00000168610/ENSG00000168884/ENSG00000169297/ENSG00000171456/ENSG00000173039/ENSG00000174697/ENSG00000174738/ENSG00000179094/ENSG00000179593/ENSG00000181481/ENSG00000182446/ENSG00000184304/ENSG00000185551/ENSG00000197943/ENSG00000204160/ENSG00000213626/ENSG00000221926",67
"GO:0050796","GO:0050796","regulation of insulin secretion","34/2281","193/21288",0.176165803108808,1.6441111865762,3.11395847439401,0.00248587109796853,0.0273203654305492,0.0214167199251583,"ENSG00000008130/ENSG00000011347/ENSG00000064115/ENSG00000072310/ENSG00000075142/ENSG00000091428/ENSG00000096968/ENSG00000100644/ENSG00000108946/ENSG00000110090/ENSG00000119714/ENSG00000123612/ENSG00000124766/ENSG00000130529/ENSG00000132326/ENSG00000133794/ENSG00000136999/ENSG00000145242/ENSG00000148672/ENSG00000149577/ENSG00000150594/ENSG00000150907/ENSG00000155897/ENSG00000163083/ENSG00000164850/ENSG00000166263/ENSG00000169047/ENSG00000171132/ENSG00000171135/ENSG00000174697/ENSG00000179295/ENSG00000182621/ENSG00000183044/ENSG00000185950",34
"GO:0001763","GO:0001763","morphogenesis of a branching structure","40/2281","237/21288",0.168776371308017,1.57514747584615,3.08446687707492,0.00249079630951457,0.0273203654305492,0.0214167199251583,"ENSG00000008710/ENSG00000019991/ENSG00000057657/ENSG00000066468/ENSG00000074047/ENSG00000091831/ENSG00000100968/ENSG00000104313/ENSG00000105989/ENSG00000106571/ENSG00000106991/ENSG00000110492/ENSG00000111602/ENSG00000112658/ENSG00000112715/ENSG00000118762/ENSG00000125398/ENSG00000125430/ENSG00000128917/ENSG00000135111/ENSG00000136158/ENSG00000136997/ENSG00000137693/ENSG00000143869/ENSG00000147655/ENSG00000148400/ENSG00000148926/ENSG00000163251/ENSG00000163513/ENSG00000166341/ENSG00000167642/ENSG00000168621/ENSG00000169057/ENSG00000169504/ENSG00000172531/ENSG00000179222/ENSG00000182197/ENSG00000184371/ENSG00000187498/ENSG00000205213",40
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis","9/2281","29/21288",0.310344827586207,2.89637031549986,3.54008603534293,0.00249401157838134,0.0273203654305492,0.0214167199251583,"ENSG00000074047/ENSG00000105711/ENSG00000116106/ENSG00000133216/ENSG00000160460/ENSG00000182580/ENSG00000182704/ENSG00000197381/ENSG00000198954",9
"GO:0036010","GO:0036010","protein localization to endosome","9/2281","29/21288",0.310344827586207,2.89637031549986,3.54008603534293,0.00249401157838134,0.0273203654305492,0.0214167199251583,"ENSG00000069329/ENSG00000076513/ENSG00000100266/ENSG00000107362/ENSG00000111737/ENSG00000134318/ENSG00000136379/ENSG00000137642/ENSG00000186575",9
"GO:0001935","GO:0001935","endothelial cell proliferation","37/2281","215/21288",0.172093023255814,1.60610095531336,3.09431199082173,0.00251440084841045,0.0274101744687959,0.0214871221686336,"ENSG00000100292/ENSG00000100644/ENSG00000102760/ENSG00000105971/ENSG00000105974/ENSG00000107562/ENSG00000110492/ENSG00000112715/ENSG00000113140/ENSG00000114209/ENSG00000118257/ENSG00000119630/ENSG00000123358/ENSG00000126561/ENSG00000128917/ENSG00000132170/ENSG00000137801/ENSG00000139567/ENSG00000143494/ENSG00000144891/ENSG00000150630/ENSG00000151694/ENSG00000158125/ENSG00000164104/ENSG00000164619/ENSG00000165633/ENSG00000168610/ENSG00000168811/ENSG00000169031/ENSG00000171608/ENSG00000174697/ENSG00000175482/ENSG00000179388/ENSG00000184304/ENSG00000185551/ENSG00000213281/ENSG00000214274",37
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","44/2281","267/21288",0.164794007490637,1.53798107473068,3.06449578340615,0.00252139327970884,0.0274101744687959,0.0214871221686336,"ENSG00000004487/ENSG00000051108/ENSG00000080824/ENSG00000081377/ENSG00000096384/ENSG00000100302/ENSG00000100644/ENSG00000101255/ENSG00000101843/ENSG00000105974/ENSG00000107937/ENSG00000108387/ENSG00000109184/ENSG00000114423/ENSG00000116016/ENSG00000116679/ENSG00000118503/ENSG00000124766/ENSG00000131507/ENSG00000132326/ENSG00000135018/ENSG00000136014/ENSG00000136158/ENSG00000136560/ENSG00000136986/ENSG00000137273/ENSG00000140450/ENSG00000144228/ENSG00000145604/ENSG00000145901/ENSG00000158828/ENSG00000161011/ENSG00000164164/ENSG00000166170/ENSG00000166272/ENSG00000166681/ENSG00000168309/ENSG00000169689/ENSG00000170315/ENSG00000171132/ENSG00000171862/ENSG00000173039/ENSG00000187446/ENSG00000188215",44
"GO:0060438","GO:0060438","trachea development","7/2281","19/21288",0.368421052631579,3.43838113477468,3.68356162464395,0.00252415924400347,0.0274101744687959,0.0214871221686336,"ENSG00000102882/ENSG00000112658/ENSG00000125398/ENSG00000147655/ENSG00000158813/ENSG00000163513/ENSG00000169032",7
"GO:0060576","GO:0060576","intestinal epithelial cell development","7/2281","19/21288",0.368421052631579,3.43838113477468,3.68356162464395,0.00252415924400347,0.0274101744687959,0.0214871221686336,"ENSG00000057657/ENSG00000100644/ENSG00000102554/ENSG00000124762/ENSG00000137693/ENSG00000163251/ENSG00000176890",7
"GO:2000811","GO:2000811","negative regulation of anoikis","7/2281","19/21288",0.368421052631579,3.43838113477468,3.68356162464395,0.00252415924400347,0.0274101744687959,0.0214871221686336,"ENSG00000004799/ENSG00000105974/ENSG00000117461/ENSG00000121879/ENSG00000143384/ENSG00000148400/ENSG00000196781",7
"GO:0016242","GO:0016242","negative regulation of macroautophagy","11/2281","40/21288",0.275,2.56650591845682,3.43531125471405,0.00253524960848214,0.0274828099919487,0.0215440619141848,"ENSG00000061337/ENSG00000100292/ENSG00000121879/ENSG00000135093/ENSG00000141458/ENSG00000145016/ENSG00000158828/ENSG00000181852/ENSG00000185189/ENSG00000198793/ENSG00000204371",11
"GO:0045010","GO:0045010","actin nucleation","16/2281","70/21288",0.228571428571429,2.13319972443164,3.2897761144586,0.00255480294297892,0.0275989439030456,0.0216351005005499,"ENSG00000079691/ENSG00000112290/ENSG00000115091/ENSG00000132970/ENSG00000136051/ENSG00000138071/ENSG00000143761/ENSG00000148180/ENSG00000156232/ENSG00000162643/ENSG00000162704/ENSG00000163431/ENSG00000172725/ENSG00000197045/ENSG00000204991/ENSG00000241553",16
"GO:0045453","GO:0045453","bone resorption","16/2281","70/21288",0.228571428571429,2.13319972443164,3.2897761144586,0.00255480294297892,0.0275989439030456,0.0216351005005499,"ENSG00000004799/ENSG00000020129/ENSG00000077585/ENSG00000089041/ENSG00000118503/ENSG00000120899/ENSG00000140995/ENSG00000154127/ENSG00000164761/ENSG00000166340/ENSG00000168918/ENSG00000170989/ENSG00000180694/ENSG00000182197/ENSG00000183160/ENSG00000197046",16
"GO:0003148","GO:0003148","outflow tract septum morphogenesis","8/2281","24/21288",0.333333333333333,3.11091626479614,3.58440628865783,0.00260641554430968,0.0280594114804649,0.0219960658458077,"ENSG00000066468/ENSG00000092969/ENSG00000106991/ENSG00000118257/ENSG00000163513/ENSG00000169855/ENSG00000169946/ENSG00000197702",8
"GO:0061744","GO:0061744","motor behavior","8/2281","24/21288",0.333333333333333,3.11091626479614,3.58440628865783,0.00260641554430968,0.0280594114804649,0.0219960658458077,"ENSG00000113580/ENSG00000128699/ENSG00000132356/ENSG00000167552/ENSG00000177628/ENSG00000182197/ENSG00000184156/ENSG00000197381",8
"GO:0003205","GO:0003205","cardiac chamber development","31/2281","172/21288",0.180232558139535,1.68206518968629,3.11133924721237,0.00262204688220039,0.0281791062520813,0.0220898958279406,"ENSG00000057657/ENSG00000060718/ENSG00000066468/ENSG00000092969/ENSG00000100644/ENSG00000101384/ENSG00000105989/ENSG00000106991/ENSG00000107882/ENSG00000109685/ENSG00000112658/ENSG00000118257/ENSG00000121361/ENSG00000124766/ENSG00000128917/ENSG00000135111/ENSG00000135679/ENSG00000140443/ENSG00000142871/ENSG00000143013/ENSG00000145362/ENSG00000148400/ENSG00000154734/ENSG00000162496/ENSG00000163513/ENSG00000164442/ENSG00000168214/ENSG00000169855/ENSG00000169946/ENSG00000173706/ENSG00000197702",31
"GO:0032271","GO:0032271","regulation of protein polymerization","38/2281","223/21288",0.170403587443946,1.59033387527695,3.0699583984648,0.00264966982461752,0.0283529528047446,0.0222261759570556,"ENSG00000055163/ENSG00000067798/ENSG00000070087/ENSG00000070610/ENSG00000079691/ENSG00000080824/ENSG00000084764/ENSG00000088756/ENSG00000101367/ENSG00000106780/ENSG00000107104/ENSG00000108262/ENSG00000120899/ENSG00000125746/ENSG00000125753/ENSG00000130340/ENSG00000132854/ENSG00000136238/ENSG00000141298/ENSG00000146122/ENSG00000148180/ENSG00000151491/ENSG00000158828/ENSG00000159713/ENSG00000160460/ENSG00000162704/ENSG00000163171/ENSG00000163431/ENSG00000165637/ENSG00000169057/ENSG00000171132/ENSG00000179820/ENSG00000196405/ENSG00000197321/ENSG00000197872/ENSG00000197948/ENSG00000198793/ENSG00000249115",38
"GO:0014823","GO:0014823","response to activity","18/2281","83/21288",0.216867469879518,2.02396961806014,3.23794944820641,0.00265184568192999,0.0283529528047446,0.0222261759570556,"ENSG00000010256/ENSG00000023909/ENSG00000100644/ENSG00000103257/ENSG00000108840/ENSG00000121691/ENSG00000121879/ENSG00000132356/ENSG00000134294/ENSG00000134871/ENSG00000148339/ENSG00000160097/ENSG00000164171/ENSG00000174697/ENSG00000176845/ENSG00000181027/ENSG00000182718/ENSG00000185122",18
"GO:0097009","GO:0097009","energy homeostasis","18/2281","83/21288",0.216867469879518,2.02396961806014,3.23794944820641,0.00265184568192999,0.0283529528047446,0.0222261759570556,"ENSG00000073792/ENSG00000075391/ENSG00000112062/ENSG00000119508/ENSG00000121879/ENSG00000123612/ENSG00000130513/ENSG00000132356/ENSG00000137642/ENSG00000148339/ENSG00000150907/ENSG00000161011/ENSG00000168610/ENSG00000170315/ENSG00000174697/ENSG00000174738/ENSG00000176845/ENSG00000182704",18
"GO:0010828","GO:0010828","positive regulation of glucose transmembrane transport","12/2281","46/21288",0.260869565217391,2.43463012027524,3.37430428641917,0.00267574856375586,0.0284139014151218,0.0222739542095681,"ENSG00000054277/ENSG00000068305/ENSG00000070371/ENSG00000095637/ENSG00000112062/ENSG00000119508/ENSG00000128989/ENSG00000145675/ENSG00000163884/ENSG00000169047/ENSG00000179295/ENSG00000185950",12
"GO:0045687","GO:0045687","positive regulation of glial cell differentiation","12/2281","46/21288",0.260869565217391,2.43463012027524,3.37430428641917,0.00267574856375586,0.0284139014151218,0.0222739542095681,"ENSG00000028137/ENSG00000106615/ENSG00000110492/ENSG00000112531/ENSG00000122877/ENSG00000128342/ENSG00000138311/ENSG00000148400/ENSG00000149256/ENSG00000157368/ENSG00000173039/ENSG00000198793",12
"GO:0070849","GO:0070849","response to epidermal growth factor","12/2281","46/21288",0.260869565217391,2.43463012027524,3.37430428641917,0.00267574856375586,0.0284139014151218,0.0222739542095681,"ENSG00000003402/ENSG00000102882/ENSG00000108821/ENSG00000108861/ENSG00000125398/ENSG00000127947/ENSG00000132376/ENSG00000152518/ENSG00000166986/ENSG00000173757/ENSG00000179295/ENSG00000185650",12
"GO:0071634","GO:0071634","regulation of transforming growth factor beta production","12/2281","46/21288",0.260869565217391,2.43463012027524,3.37430428641917,0.00267574856375586,0.0284139014151218,0.0222739542095681,"ENSG00000049323/ENSG00000073756/ENSG00000092969/ENSG00000096384/ENSG00000100644/ENSG00000102804/ENSG00000105855/ENSG00000137801/ENSG00000139329/ENSG00000140564/ENSG00000166949/ENSG00000182704",12
"GO:0006509","GO:0006509","membrane protein ectodomain proteolysis","14/2281","58/21288",0.241379310344828,2.252732467611,3.30948501070832,0.00271384599062725,0.0287695320296715,0.0225527367642153,"ENSG00000028137/ENSG00000067900/ENSG00000080815/ENSG00000089041/ENSG00000100234/ENSG00000109686/ENSG00000130340/ENSG00000137673/ENSG00000140564/ENSG00000147274/ENSG00000150594/ENSG00000151694/ENSG00000157150/ENSG00000173548",14
"GO:0021575","GO:0021575","hindbrain morphogenesis","13/2281","52/21288",0.25,2.33318719859711,3.33441409963413,0.00272805884597323,0.0287746303223065,0.0225567333690828,"ENSG00000069667/ENSG00000074047/ENSG00000095397/ENSG00000135472/ENSG00000138311/ENSG00000160200/ENSG00000165240/ENSG00000167552/ENSG00000169032/ENSG00000177628/ENSG00000179295/ENSG00000198728/ENSG00000253368",13
"GO:0035307","GO:0035307","positive regulation of protein dephosphorylation","13/2281","52/21288",0.25,2.33318719859711,3.33441409963413,0.00272805884597323,0.0287746303223065,0.0225567333690828,"ENSG00000011304/ENSG00000058272/ENSG00000096384/ENSG00000113721/ENSG00000146535/ENSG00000158828/ENSG00000163485/ENSG00000165802/ENSG00000176915/ENSG00000177628/ENSG00000198668/ENSG00000198793/ENSG00000213949",13
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","37/2281","216/21288",0.171296296296296,1.59866530274246,3.06352317681178,0.00272815201005853,0.0287746303223065,0.0225567333690828,"ENSG00000032742/ENSG00000070718/ENSG00000100242/ENSG00000100360/ENSG00000100644/ENSG00000102401/ENSG00000106211/ENSG00000115993/ENSG00000122970/ENSG00000123416/ENSG00000129250/ENSG00000130402/ENSG00000130479/ENSG00000131437/ENSG00000132589/ENSG00000134108/ENSG00000138002/ENSG00000139220/ENSG00000143862/ENSG00000151914/ENSG00000151929/ENSG00000157578/ENSG00000157796/ENSG00000166579/ENSG00000166963/ENSG00000167552/ENSG00000167553/ENSG00000168172/ENSG00000169057/ENSG00000170315/ENSG00000170759/ENSG00000170921/ENSG00000188428/ENSG00000196072/ENSG00000196230/ENSG00000196659/ENSG00000197557",37
"GO:0051259","GO:0051259","protein complex oligomerization","47/2281","291/21288",0.161512027491409,1.50735117984968,3.01883676487893,0.00277579992041936,0.029227815688193,0.0229119901126298,"ENSG00000008710/ENSG00000065833/ENSG00000067369/ENSG00000069329/ENSG00000087470/ENSG00000101347/ENSG00000104756/ENSG00000105281/ENSG00000105664/ENSG00000106976/ENSG00000109814/ENSG00000110906/ENSG00000112304/ENSG00000115419/ENSG00000116761/ENSG00000118762/ENSG00000123411/ENSG00000124134/ENSG00000125753/ENSG00000126804/ENSG00000127954/ENSG00000130150/ENSG00000130529/ENSG00000132965/ENSG00000136868/ENSG00000147274/ENSG00000148411/ENSG00000155897/ENSG00000164692/ENSG00000166037/ENSG00000168924/ENSG00000170745/ENSG00000171385/ENSG00000171492/ENSG00000176974/ENSG00000178301/ENSG00000178695/ENSG00000181027/ENSG00000181481/ENSG00000182199/ENSG00000183775/ENSG00000184185/ENSG00000184743/ENSG00000189077/ENSG00000196405/ENSG00000197860/ENSG00000242265",47
